Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Jetta SportWagen,2014,diesel,140.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,42,30,873,29165
Jetta SportWagen,2014,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,Wagon,30,23,873,26685
Jetta SportWagen,2014,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,Wagon,30,23,873,24885
Jetta SportWagen,2014,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,Wagon,30,23,873,22095
Jetta SportWagen,2014,diesel,140.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,42,30,873,26565
Jetta SportWagen,2014,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,39,29,873,29465
Jetta SportWagen,2014,diesel,140.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,42,30,873,28365
Jetta,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,37,25,873,22325
Jetta,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,29280
Jetta,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,37,25,873,23650
Jetta,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,37,25,873,25380
Jetta,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Midsize,Sedan,45,31,873,25175
Jetta,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,26920
Jetta,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,4.0,Other,Midsize,Sedan,37,25,873,20895
Jetta,2015,diesel,150.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Midsize,Sedan,46,31,873,21640
Jetta,2015,premium unleaded (recommended),210.0,4.0,AUTOMATIC,front wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,32,24,873,28020
Jetta,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Midsize,Sedan,45,31,873,22740
Jetta,2015,premium unleaded (recommended),210.0,4.0,AUTOMATIC,front wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,32,24,873,30380
Jetta,2015,diesel,150.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Midsize,Sedan,46,31,873,24075
Jetta,2015,regular unleaded,115.0,4.0,MANUAL,front wheel drive,4.0,Other,Midsize,Sedan,34,25,873,16215
Jetta,2015,regular unleaded,115.0,4.0,MANUAL,front wheel drive,4.0,Other,Midsize,Sedan,34,25,873,17325
Jetta,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,37,25,873,20095
Jetta,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,4.0,Other,Midsize,Sedan,37,25,873,18995
Jetta,2015,diesel,150.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Midsize,Sedan,46,31,873,26410
Jetta,2015,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Hybrid,Midsize,Sedan,48,42,873,31670
Jetta,2015,regular unleaded,115.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,34,23,873,18425
Jetta,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Midsize,Sedan,45,31,873,27510
Jetta,2015,regular unleaded,115.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,34,23,873,19420
Jetta,2015,regular unleaded,115.0,4.0,MANUAL,front wheel drive,4.0,Other,Midsize,Sedan,34,25,873,18320
Jetta,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,37,25,873,21995
Jetta,2016,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,39,28,873,22325
Jetta,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,36,25,873,23650
Jetta,2016,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,29280
Jetta,2016,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,39,28,873,19775
Jetta,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,36,25,873,25380
Jetta,2016,premium unleaded (recommended),210.0,4.0,AUTOMATIC,front wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,33,24,873,28020
Jetta,2016,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,26920
Jetta,2016,regular unleaded,150.0,4.0,MANUAL,front wheel drive,4.0,Other,Midsize,Sedan,39,28,873,18675
Jetta,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,36,25,873,21995
Jetta,2016,regular unleaded,150.0,4.0,MANUAL,front wheel drive,4.0,Other,Midsize,Sedan,39,28,873,18995
Jetta,2016,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,39,28,873,20095
Jetta,2016,regular unleaded,170.0,4.0,MANUAL,front wheel drive,4.0,Other,Midsize,Sedan,37,25,873,20895
Jetta,2016,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Hybrid,Midsize,Sedan,48,42,873,31120
Jetta,2016,regular unleaded,150.0,4.0,MANUAL,front wheel drive,4.0,Other,Midsize,Sedan,39,28,873,17680
Jetta,2016,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,39,28,873,18780
Jetta,2016,premium unleaded (recommended),210.0,4.0,AUTOMATIC,front wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,33,24,873,30380
Jetta,2017,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,33,24,873,28995
Jetta,2017,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,38,28,873,21995
Jetta,2017,regular unleaded,150.0,4.0,MANUAL,front wheel drive,4.0,Other,Midsize,Sedan,40,28,873,20895
Jetta,2017,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,38,28,873,18995
Jetta,2017,regular unleaded,150.0,4.0,MANUAL,front wheel drive,4.0,Other,Midsize,Sedan,40,28,873,17895
Jetta,2017,premium unleaded (recommended),170.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,35,25,873,24995
Jetta,2017,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,27895
Jimmy,1999,regular unleaded,190.0,6.0,MANUAL,four wheel drive,2.0,Other,Compact,2dr SUV,16,13,549,2347
Jimmy,1999,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Other,Midsize,4dr SUV,19,14,549,2554
Jimmy,1999,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Other,Midsize,4dr SUV,19,14,549,2590
Jimmy,1999,regular unleaded,190.0,6.0,UNKNOWN,rear wheel drive,2.0,Other,Compact,2dr SUV,19,14,549,2182
Jimmy,1999,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Other,Midsize,4dr SUV,19,14,549,2691
Jimmy,1999,regular unleaded,190.0,6.0,UNKNOWN,four wheel drive,2.0,Other,Compact,2dr SUV,19,14,549,2317
Jimmy,1999,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Other,Midsize,4dr SUV,19,14,549,2368
Jimmy,1999,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Other,Midsize,4dr SUV,19,14,549,2377
Jimmy,1999,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Other,Midsize,4dr SUV,19,14,549,2251
Jimmy,1999,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,2.0,Other,Compact,2dr SUV,21,15,549,2038
Jimmy,2000,regular unleaded,190.0,6.0,UNKNOWN,rear wheel drive,2.0,Other,Compact,2dr SUV,20,15,549,2407
Jimmy,2000,regular unleaded,190.0,6.0,MANUAL,four wheel drive,2.0,Other,Compact,2dr SUV,16,13,549,2463
Jimmy,2000,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Other,Midsize,4dr SUV,18,14,549,2773
Jimmy,2000,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Other,Midsize,4dr SUV,20,15,549,2756
Jimmy,2000,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Other,Midsize,4dr SUV,20,15,549,2590
Jimmy,2000,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Other,Midsize,4dr SUV,18,14,549,2916
Jimmy,2000,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,2.0,Other,Compact,2dr SUV,21,15,549,2322
Jimmy,2000,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Other,Midsize,4dr SUV,20,15,549,2623
Jimmy,2000,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Other,Midsize,4dr SUV,18,14,549,2655
Jimmy,2000,regular unleaded,190.0,6.0,UNKNOWN,four wheel drive,2.0,Other,Compact,2dr SUV,18,14,549,2578
Jimmy,2001,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Other,Midsize,4dr SUV,20,15,549,26770
Jimmy,2001,regular unleaded,190.0,6.0,MANUAL,four wheel drive,2.0,Other,Compact,2dr SUV,16,13,549,22270
Jimmy,2001,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,2.0,Other,Compact,2dr SUV,18,14,549,25170
Jimmy,2001,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Other,Midsize,4dr SUV,18,14,549,31925
Jimmy,2001,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,2.0,Other,Compact,2dr SUV,20,14,549,19270
Jimmy,2001,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,2.0,Other,Compact,2dr SUV,20,15,549,22170
Jimmy,2001,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Other,Midsize,4dr SUV,18,14,549,30225
Jimmy,2001,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Other,Midsize,4dr SUV,20,15,549,28225
Jimmy,2001,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Other,Midsize,4dr SUV,18,14,549,33920
Jimmy,2001,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Other,Midsize,4dr SUV,18,14,549,28770
Jimmy,2001,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Other,Midsize,4dr SUV,20,15,549,29925
Journey,2015,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,33295
Journey,2015,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,27395
Journey,2015,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,28695
Journey,2015,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,26,19,1851,26595
Journey,2015,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,26,19,1851,23495
Journey,2015,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,29995
Journey,2015,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,26,19,1851,25195
Journey,2015,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,26,19,1851,20695
Journey,2015,regular unleaded,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25,17,1851,31395
Journey,2016,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,26,19,1851,27395
Journey,2016,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,26,19,1851,26295
Journey,2016,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,26595
Journey,2016,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,33695
Journey,2016,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,28395
Journey,2016,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Flex Fuel",Midsize,4dr SUV,25,17,1851,31795
Journey,2016,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,30895
Journey,2016,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,26,19,1851,20995
Journey,2016,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,26,19,1851,24895
Journey,2016,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,29795
Journey,2017,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25,19,1851,20995
Journey,2017,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,33695
Journey,2017,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25,19,1851,26295
Journey,2017,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,29795
Journey,2017,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Flex Fuel",Midsize,4dr SUV,25,17,1851,31795
Journey,2017,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,30995
Journey,2017,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,26595
Journey,2017,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25,19,1851,27495
Journey,2017,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,28395
Journey,2017,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25,19,1851,24895
Juke,2015,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,32,28,2009,25240
Juke,2015,premium unleaded (required),215.0,4.0,MANUAL,front wheel drive,4.0,"Crossover,Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,31,25,2009,28020
Juke,2015,premium unleaded (required),211.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,29,25,2009,30020
Juke,2015,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,31,26,2009,26940
Juke,2015,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,32,28,2009,20250
Juke,2015,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,32,28,2009,22300
Juke,2015,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,31,26,2009,24150
Juke,2015,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,31,26,2009,22100
Juke,2015,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback,Performance",Compact,4dr Hatchback,31,26,2009,27230
Juke,2015,premium unleaded (recommended),188.0,4.0,MANUAL,front wheel drive,4.0,"Crossover,Hatchback,Performance",Compact,4dr Hatchback,34,28,2009,24830
Juke,2016,premium unleaded (recommended),188.0,4.0,MANUAL,front wheel drive,4.0,"Crossover,Hatchback,Performance",Compact,4dr Hatchback,34,28,2009,24830
Juke,2016,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,31,26,2009,22100
Juke,2016,premium unleaded (required),211.0,4.0,MANUAL,front wheel drive,4.0,"Crossover,Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,31,25,2009,28020
Juke,2016,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,32,28,2009,22300
Juke,2016,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,31,26,2009,24150
Juke,2016,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,31,26,2009,26940
Juke,2016,premium unleaded (required),215.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,29,25,2009,30020
Juke,2016,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,32,28,2009,20250
Juke,2016,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback,Performance",Compact,4dr Hatchback,31,26,2009,27230
Juke,2016,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,32,28,2009,25240
Juke,2017,premium unleaded (required),215.0,4.0,MANUAL,front wheel drive,4.0,"Crossover,Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,31,26,2009,28020
Juke,2017,premium unleaded (recommended),188.0,4.0,MANUAL,front wheel drive,4.0,"Crossover,Hatchback,Performance",Compact,4dr Hatchback,33,27,2009,24830
Juke,2017,premium unleaded (required),211.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,29,25,2009,30020
Juke,2017,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback,Performance",Compact,4dr Hatchback,30,26,2009,27230
Juke,2017,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,30,26,2009,26940
Juke,2017,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,30,26,2009,24400
Juke,2017,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,30,26,2009,22100
Juke,2017,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,32,28,2009,20250
Juke,2017,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,32,28,2009,22550
Juke,2017,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,32,28,2009,25240
Justy,1992,regular unleaded,73.0,3.0,MANUAL,four wheel drive,2.0,Hatchback,Compact,2dr Hatchback,29,24,640,2000
Justy,1992,regular unleaded,73.0,3.0,MANUAL,four wheel drive,4.0,Hatchback,Compact,4dr Hatchback,29,24,640,2000
Justy,1992,regular unleaded,66.0,3.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,28,640,2000
Justy,1992,regular unleaded,73.0,3.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,28,640,2000
Justy,1993,regular unleaded,73.0,3.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,32,28,640,2000
Justy,1993,regular unleaded,73.0,3.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,32,28,640,2000
Justy,1993,regular unleaded,73.0,3.0,MANUAL,four wheel drive,4.0,Hatchback,Compact,4dr Hatchback,29,24,640,2000
Justy,1993,regular unleaded,73.0,3.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,28,640,2000
Justy,1994,regular unleaded,73.0,3.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,28,640,2000
Justy,1994,regular unleaded,73.0,3.0,MANUAL,four wheel drive,4.0,Hatchback,Compact,4dr Hatchback,29,24,640,2000
JX,2013,premium unleaded (recommended),265.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Large,4dr SUV,24,18,190,41250
JX,2013,premium unleaded (recommended),265.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Large,4dr SUV,23,18,190,42650
K900,2015,premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,23,15,1720,59900
K900,2015,premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,23,15,1720,54500
K900,2016,regular unleaded,311.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,26,17,1720,49000
K900,2016,premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,23,15,1720,61900
K900,2016,regular unleaded,311.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,26,17,1720,54900
Kizashi,2011,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,31,23,481,21049
Kizashi,2011,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,30,23,481,22049
Kizashi,2011,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,30,23,481,24149
Kizashi,2011,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,Sedan,29,22,481,27299
Kizashi,2011,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,Sedan,29,22,481,23399
Kizashi,2011,regular unleaded,185.0,4.0,MANUAL,front wheel drive,4.0,Other,Midsize,Sedan,29,20,481,24849
Kizashi,2011,regular unleaded,185.0,4.0,MANUAL,front wheel drive,4.0,Other,Midsize,Sedan,29,20,481,23049
Kizashi,2011,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,30,23,481,25949
Kizashi,2011,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,Sedan,30,23,481,22099
Kizashi,2011,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,Sedan,29,22,481,25499
Kizashi,2011,regular unleaded,185.0,4.0,MANUAL,front wheel drive,4.0,Other,Midsize,Sedan,31,21,481,18999
Kizashi,2012,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,30,23,481,23899
Kizashi,2012,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,Sedan,29,22,481,25249
Kizashi,2012,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,Sedan,29,22,481,27549
Kizashi,2012,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,30,23,481,22299
Kizashi,2012,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,Sedan,29,22,481,23649
Kizashi,2012,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,Sedan,29,22,481,25749
Kizashi,2012,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,30,23,481,24399
Kizashi,2012,regular unleaded,185.0,4.0,MANUAL,front wheel drive,4.0,Other,Midsize,Sedan,31,21,481,18999
Kizashi,2012,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,30,23,481,26199
Kizashi,2012,regular unleaded,185.0,4.0,MANUAL,front wheel drive,4.0,Other,Midsize,Sedan,29,20,481,25099
Kizashi,2012,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,31,23,481,20999
Kizashi,2012,regular unleaded,185.0,4.0,MANUAL,front wheel drive,4.0,Other,Midsize,Sedan,29,20,481,22249
Kizashi,2012,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,Sedan,30,23,481,22349
Kizashi,2013,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,30,23,481,25799
Kizashi,2013,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,30,23,481,21749
Kizashi,2013,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,Sedan,29,22,481,23249
Kizashi,2013,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,Sedan,29,22,481,28999
Kizashi,2013,regular unleaded,185.0,4.0,MANUAL,front wheel drive,4.0,Other,Midsize,Sedan,29,20,481,19999
Kizashi,2013,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,Sedan,29,22,481,27199
LaCrosse,2015,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Hybrid",Large,Sedan,36,25,155,35725
LaCrosse,2015,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,28,18,155,31065
LaCrosse,2015,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,26,17,155,40500
LaCrosse,2015,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,28,18,155,39970
LaCrosse,2015,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Hybrid",Large,Sedan,36,25,155,33635
LaCrosse,2015,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,28,18,155,38025
